C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,951328,0000275837                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,951370,0000275851                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,951762,0000275992                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,952621,0000276261                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,953129,0000276392                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,953748,0000276543                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,953955,0000276606                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,953979,0000276618                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,954292,0000276775                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,955331,0000276955                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,955851,0000277103                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,956544,0000277223                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,956757,0000277270                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,956784,0000277284                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,957092,0000277460                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,957712,0000277670                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,958195,0000277849                                             
J001,R460,01-06-01,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,958848,0000278003                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,1558643,0000328858                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,1558668,0000328860                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,1558679,0000328861                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,1558739,0000328870                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,1558873,0000328896                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,1558952,0000328910                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,1558990,0000328914                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,1559009,0000328916                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/12/2017,08:00:00,REGULAR,1559018,0000328918                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,1559052,0000328928                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,1559126,0000328941                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,1559208,0000328951                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,1559257,0000328953                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,1559265,0000328956                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,1559315,0000328960                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,1559402,0000328966                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,1559554,0000328992                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,1559847,0000329029                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,1559911,0000329035                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,1559921,0000329040                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,1559962,0000329048                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,1560045,0000329059                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,1560163,0000329076                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,1560358,0000329113                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,1560392,0000329124                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,1560402,0000329132                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,1560436,0000329136                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,1560508,0000329146                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,1560613,0000329171                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,1560791,0000329220                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,1560832,0000329226                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,1560840,0000329226                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,1560871,0000329231                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,1560941,0000329238                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,1561045,0000329260                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,1561203,0000329304                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,1561278,0000329311                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,1561293,0000329312                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,1561334,0000329316                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,1561414,0000329330                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,1561570,0000329368                                             
J002,R460,00-00-00,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,1561742,0000329409                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,2108420,0000880851                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,2108421,0000880856                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,2108421,0000880858                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,2108421,0000880876                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,2108421,0000880938                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,2108421,0000880997                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,2108421,0000881023                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,2108421,0000881032                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/12/2017,08:00:00,REGULAR,2108421,0000881035                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,2108421,0000881045                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,2108421,0000881083                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,2108421,0000881122                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,2108421,0000881129                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,2108421,0000881132                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,2108421,0000881143                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,2108421,0000881170                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,2108421,0000881213                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,2108421,0000881305                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,2108421,0000881320                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,2108421,0000881323                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,2108421,0000881331                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,2108427,0000881353                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,2108527,0000881404                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,2108712,0000881501                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,2108774,0000881525                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,2108787,0000881526                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,2108822,0000881535                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,2108887,0000881553                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,2108997,0000881598                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,2109177,0000881662                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,2109241,0000881686                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,2109254,0000881688                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,2109284,0000881695                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,2109376,0000881718                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,2109474,0000881761                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,2109690,0000881831                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,2109753,0000881843                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,2109772,0000881847                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,2109803,0000881855                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,2109868,0000881875                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,2110010,0000881945                                             
J002,R460,00-00-01,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,2110173,0000882011                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,176252,0000138368                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,176298,0000138394                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,176328,0000138411                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,176444,0000138465                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,176589,0000138549                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,176730,0000138689                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,176832,0000138762                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,176882,0000138786                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/12/2017,08:00:00,REGULAR,176904,0000138799                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,176979,0000138841                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,177120,0000138912                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,177248,0000138991                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,177341,0000139034                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,177370,0000139048                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,177464,0000139082                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,177643,0000139167                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,177887,0000139280                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,178311,0000139461                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,178421,0000139512                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,178447,0000139522                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,178534,0000139555                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,178714,0000139643                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,178894,0000139752                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,179207,0000139924                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,179295,0000140006                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,179322,0000140012                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,179379,0000140053                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,179494,0000140119                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,179691,0000140231                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,179951,0000140451                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,180064,0000140537                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,180088,0000140548                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,180144,0000140594                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,180253,0000140678                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,180440,0000140791                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,180698,0000140987                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,180798,0000141050                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,180833,0000141062                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,180888,0000141099                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,180998,0000141185                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,181278,0000141342                                             
J002,R460,00-00-02,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,181582,0000141529                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/12/2017,08:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,117440697,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,117440698,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,117440698,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,117440698,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,117440698,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,117440698,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,117440699,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,117440700,0000000000                                             
J002,R460,00-05-00,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,117440701,0000000000                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/12/2017,08:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/12/2017,16:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/12/2017,20:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/13/2017,00:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/13/2017,04:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/13/2017,08:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/13/2017,12:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/13/2017,16:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/13/2017,20:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/14/2017,00:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/14/2017,04:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/14/2017,08:00:00,REGULAR,0,0000000314                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/14/2017,12:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/14/2017,16:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/14/2017,20:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/15/2017,00:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/15/2017,04:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/15/2017,08:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/15/2017,12:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/15/2017,16:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/15/2017,20:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/16/2017,00:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/16/2017,04:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/16/2017,08:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/16/2017,12:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/16/2017,16:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/16/2017,20:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/17/2017,00:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/17/2017,04:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/17/2017,08:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/17/2017,12:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/17/2017,16:00:00,REGULAR,0,0000000316                                             
J002,R460,00-05-01,MARCY AV,JMZ,BMT,02/17/2017,20:00:00,REGULAR,0,0000000316                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/11/2017,00:00:00,REGULAR,1427479,0003118442                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/11/2017,04:00:00,REGULAR,1427516,0003118494                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/11/2017,08:00:00,REGULAR,1427534,0003118514                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/11/2017,12:00:00,REGULAR,1427579,0003118601                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/11/2017,16:00:00,REGULAR,1427652,0003118785                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/11/2017,20:00:00,REGULAR,1427760,0003119031                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/12/2017,00:00:00,REGULAR,1427835,0003119155                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/12/2017,04:00:00,REGULAR,1427871,0003119201                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/12/2017,08:00:00,REGULAR,1427884,0003119213                                             
J002,R460,00-06-00,MARCY AV,JMZ,BMT,02/12/2017,12:00:00,REGULAR,1427911,0003119296                                             
